customer_id,month,defaulted_within_60d,FIN-001,FIN-002,FIN-003,FIN-004,FIN-005,FIN-006,FIN-007,FIN-008,BEH-001,BEH-002,BEH-003,BEH-004,BEH-005,BEH-006,BEH-007,BEH-008,TXN-001,TXN-002,TXN-003,TXN-004,TXN-005,TXN-006,TXN-007,TXN-008,CRD-001,CRD-002,CRD-003,CRD-004,CRD-005,CRD-006,CRD-007,CRD-008
CUST-00002,2,0,0.1061,2,0.627,0.1169,0.9502,0,1.7145,0.1159,0,1,0,0.013,0,255,0,0,0.6982,-1.1359,0.1167,-0.1135,0,0.3742,1.5433,-0.0222,30,1,0,0.1774,0,24,1.2146,0
CUST-00002,3,0,0.1624,5,0.4186,0.2919,1.6073,1,2.4902,0.2,0,1,0.2427,0.2057,1,185,0,0,0.8733,0.9682,0.2088,0.0533,0,0.44,2.6898,0.0323,-18,2,0,0,1,20,1.3445,0
CUST-00002,4,0,0.01,3,0.4381,0.12,1.4369,0,3.2375,0.4463,0,0,0,-0.0324,1,198,0,1,0.7464,-0.3103,0.0727,0.0135,0,0.2375,0.6689,-0.097,-42,1,0,-0.0812,0,0,1.1383,0
CUST-00002,5,0,-0.1724,0,0.4153,0.2056,1.3455,0,4.7362,0.1612,0,2,0,-0.1274,1,235,0,0,1.0238,-0.0902,0.0636,0.2458,0,0.4509,1.4186,-0.0616,9,0,11,-0.1958,0,0,1.696,0
CUST-00002,6,0,0.0174,0,0.01,0.2329,1.2104,0,1.7734,0.2111,0,0,0.282,0.1681,0,146,0,0,0.6966,-0.3054,0.2743,0.0141,0,0.3541,1.5784,0.169,12,0,9,-0.1552,0,4,1.4903,0
CUST-00002,7,0,-0.0457,0,0.5594,0.1563,1.6962,0,1.4185,0.257,3.4712,1,0.0394,0.2352,0,147,0,3,0.8724,0.1265,0.2192,-0.2672,0,0.2846,0.9555,0.1261,1,2,9,0.3743,0,3,1.0365,0
CUST-00002,8,0,0.2277,3,0.7796,0.1435,1.2703,0,0.2,0.4171,0,1,0,-0.0357,1,204,0,1,0.7202,-0.0009,0.1723,-0.1581,0,0.2462,0.3735,0.1971,-6,0,9,-0.1777,0,4,1.3777,0
CUST-00002,9,0,0.2025,1,0.4357,0.2027,1.5845,0,1.9629,0.206,0,0,0.1271,0.2953,0,210,0,0,1.0784,-1.8837,0.3079,0.1489,0,0.4423,0.5778,0.0218,-21,0,6,0.2094,0,1,1.4513,0
CUST-00002,10,0,-0.1768,4,0.2558,0.2558,1.9225,0,2.3071,0.0789,0,0,0.0404,0.0459,1,160,0,0,0.7701,1.4594,0.287,0.0848,0,0.468,0.7835,-0.0061,-4,0,0,0.0073,0,0,1.192,0
CUST-00002,11,0,0.0341,1,0.6173,0.1225,1.0624,0,0.7076,0.2984,3.9972,2,0,0.0218,2,125,0,1,0.8514,0.3528,0.1104,0.1514,1,0.1977,0.2,-0.1992,0,2,0,0.5328,0,0,1.6064,0
CUST-00003,0,0,0.1584,8,0.9319,0.2011,1.0694,0,1.6049,0.503,4.5808,0,0.033,0.1247,0,217,0,0,0.8834,-0.1785,0.3182,0.197,1,0.3082,0.2,-0.0499,20,0,0,0.1058,0,18,1.4908,0
CUST-00003,1,0,0.0069,9,0.4776,0.1847,1.0725,1,2.3552,0.0253,1.6274,0,0,0.0717,0,55,0,0,0.9219,0.8236,0.2266,0.225,0,0.451,1.2656,-0.0464,3,0,0,0.4019,0,10,1.2472,0
CUST-00003,2,0,-0.0732,0,0.1338,0.0618,1.808,0,1.5538,0,2.384,0,0,-0.0262,0,173,0,1,0.6141,0.8723,0.1142,-0.4,0,0.4938,2.3636,-0.1295,-12,0,4,0.1918,0,2,1.2365,0
CUST-00003,3,0,0.031,2,0.6204,0.0905,1.157,0,1.9583,0.0919,0,1,0.2365,0.2544,0,310,0,0,0.9586,-0.4073,0.1552,-0.1357,2,0.3065,1.4999,0.0128,27,0,2,-0.1046,0,0,1.593,0
CUST-00003,4,0,-0.0492,1,0.8744,0.2422,1.2742,0,0.856,0.3084,0.8371,0,0.001,0.1194,0,151,0,0,0.7147,-0.2674,0.1888,-0.1186,0,0.4611,1.263,-0.02,-1,2,2,0.0655,0,0,1.2342,0
CUST-00003,5,0,0.1838,2,0.8399,0.1768,1.2064,0,1.5281,0.3076,0,0,0.2559,0.0046,0,101,0,0,0.8474,-0.2733,0.1017,0.0752,0,0.1416,1.1294,0.0468,-14,0,0,0.2369,0,15,1.3234,0
CUST-00003,6,0,0.0249,0,0.6155,0.18,1.095,1,1.8524,0.0113,4.5875,0,0.1069,-0.2097,0,-16,0,1,0.8872,-0.567,0.3928,-0.1601,0,0.3188,1.8059,-0.0221,24,0,10,0.0445,0,0,1.4451,0
CUST-00003,7,0,-0.0115,4,0.7379,0.3141,1.4918,0,2.6327,0.3259,1.2422,0,0,0.0155,0,220,0,3,0.8366,-0.6342,0.188,0.2285,1,0.1,1.0056,-0.1215,18,1,0,0.1092,0,0,1.5946,0
CUST-00003,8,0,0.0936,0,0.9456,0.2685,1.1782,0,2.848,0.3716,0,0,0.1676,0.0412,0,267,0,1,0.9565,1.0769,0.235,0.3187,0,0.5744,1.3085,0.0892,34,1,0,-0.0922,0,9,1.4551,0
CUST-00003,9,0,-0.1167,0,0.7628,0.3185,2.218,0,3.5527,0.2458,2.6186,1,0,-0.261,1,191,0,0,0.878,1.7349,0.1948,-0.1956,1,0.4565,0.4241,-0.0091,-7,0,3,0.1057,0,0,1.2174,0
CUST-00003,10,0,0.0208,1,0.8516,0.1574,1.3841,1,0.728,0.2482,4.9072,0,0.0581,-0.1873,0,255,0,0,0.849,-0.3773,0.3358,-0.2187,0,0.4645,1.2009,0.0256,7,2,4,0.275,0,3,1.424,0
CUST-00003,11,0,0.1191,0,0.5841,0.2337,1.1592,0,0.7388,0.0012,3.7073,0,0,0.2431,1,197,0,0,0.7929,1.2707,0.2388,-0.2735,0,0.1719,1.2724,0.0484,11,0,4,0.1117,0,0,1.2835,0
CUST-00004,0,0,0.306,0,0.4996,0.1673,1.1889,0,2.0667,0.1017,0,0,0.1377,-0.074,0,277,0,0,0.6469,0.654,0,0.001,0,0.3557,1.2532,0.0758,-50,2,10,0.0609,0,6,1.603,0
CUST-00004,1,0,-0.0066,2,0.6032,0.1711,1.2524,0,0.479,0.1311,0,1,0,0.0611,1,197,0,0,0.6331,0.9908,0.0745,0.371,0,0.3536,0.4715,-0.0657,14,2,8,0.0496,0,11,1.4813,0
CUST-00004,2,0,0.0715,5,0.6671,0.1895,1.6468,0,2.6161,0.4388,1.1905,0,0.0149,0.109,0,228,0,1,0.9883,-0.8264,0.2453,-0.1869,2,0.4912,0.6265,0.0159,9,0,16,0.0396,0,1,1.2091,0
CUST-00004,3,0,0.1789,0,0.8425,0.0598,1.3464,0,0.5822,0.3494,0.4288,0,0.0237,0.1145,0,147,0,0,0.8572,-0.1192,0.2222,-0.3055,1,0.2288,1.2439,0.0445,21,0,0,0.0463,0,2,1.9327,0
CUST-00004,4,0,0.1873,3,0.5781,0.267,1.4442,0,3.1413,0.2524,4.6779,1,0,-0.2011,0,167,0,0,0.7252,-0.348,0,0.016,1,0.3124,1.227,0.0396,-17,1,0,0.0244,0,0,1.6204,0
CUST-00004,5,0,0.0604,0,0.5133,0.2127,1.043,1,1.2432,0.3658,1.7624,0,0.0202,0.1518,1,204,0,1,0.8239,-0.8445,0.0867,-0.1045,0,0.2091,1.3143,0.0506,5,2,0,-0.0246,0,0,1.3991,0
CUST-00004,6,0,0.0111,1,0.6385,0.2254,1.4634,0,2.0268,0.0676,1.6112,1,0,0.1831,0,122,0,0,1.1623,0.1391,0.3926,-0.1053,0,0.3163,1.8272,0.0054,30,1,18,-0.0776,0,0,1.7514,0
CUST-00004,7,0,0.1521,0,0.5723,0.218,0.7815,0,5.0508,0.2182,0,0,0.0171,0.1441,1,180,0,0,0.8572,0.5193,0.4517,-0.0395,1,0.2272,0.6423,-0.1917,-14,1,7,0.0916,0,10,1.2069,0
CUST-00004,8,0,0.141,10,0.182,0.2323,1.2317,0,1.4395,0.4828,5.9615,1,0.1738,-0.2092,2,198,0,0,0.7431,0.986,0.1425,-0.0304,0,0.4655,1.3542,-0.0535,-13,2,0,0.0547,0,0,1.0061,0
CUST-00004,9,0,0.1614,3,0.4626,0,1.5351,0,1.0897,0.2574,0,0,0,0.1829,1,302,0,0,0.8583,-0.3117,0.3023,-0.2165,0,0.3434,1.3751,-0.0477,20,0,35,0.1196,0,0,1.3476,0
CUST-00004,10,0,-0.1012,0,0.5666,0.1493,1.2287,1,2.5329,0.1749,0.79,0,0.0156,0.0345,0,155,0,2,1.0138,-0.0049,0.1859,-0.1594,2,0.5538,1.5143,0.1868,11,0,24,0.1069,0,22,1.4994,0
CUST-00004,11,0,-0.0971,3,0.6033,0.2057,1.6872,1,2.2748,0.0661,3.0338,1,0.0784,0.1432,0,74,0,0,0.8248,-0.2252,0.1082,0.0404,0,0.3085,1.3105,0.0485,12,0,5,0.0269,0,11,1.3306,0
CUST-00005,0,0,-0.1219,1,0.8166,0.1414,0.8251,0,0.2,0.475,2.8452,1,0,0.1526,1,212,0,0,1.1311,1.0808,0.328,0.395,2,0.7224,0.8317,0.1846,37,0,0,0.1844,0,0,1.5355,0
CUST-00005,1,0,-0.0284,0,0.5895,0.1081,1.5432,1,1.4513,0.0619,1.9353,0,0.1068,-0.0461,0,202,0,0,0.9514,-0.1307,0.0547,-0.3692,1,0.3422,1.5193,-0.1386,2,0,0,-0.0077,0,22,1.4986,0
CUST-00005,2,0,0.0007,6,0.7853,0.3044,1.286,0,2.3455,0.2068,3.9588,1,0.2131,-0.2134,0,95,0,0,1.0493,-0.353,0.0912,-0.0261,0,0.3321,1.0229,-0.0859,9,0,0,-0.0412,0,5,1.3752,0
CUST-00005,3,0,0.1072,0,0.6738,0.2225,1.5555,0,1.9198,0.2773,0,0,0.1655,-0.0566,0,136,0,0,0.8692,0.7718,0.0856,-0.0345,0,0.3839,2.4202,-0.0616,-26,1,4,0.2499,0,5,1.2494,0
CUST-00005,4,0,0.2834,2,0.3812,0.1034,1.2995,0,1.4435,0.3432,0,0,0.3886,0.1076,3,255,0,1,0.9251,0.7245,0.2609,0.0991,0,0.2297,0.5652,-0.05,-3,0,9,0.3171,0,4,1.0288,0
CUST-00005,5,0,-0.1826,1,0.4667,0.1477,0.9149,1,0.6463,0.2418,2.766,0,0.1075,0.0655,0,170,0,2,0.8523,-0.1009,0.3168,0.1566,1,0.4026,1.1324,-0.1363,-10,0,6,0.3087,0,0,1.1444,0
CUST-00005,6,0,-0.1768,8,0.1517,0.2365,1.5394,0,1.977,0.16,0,0,0,-0.0906,0,197,0,2,0.8089,0.7202,0.0953,-0.1534,1,0.3337,0.2,0.0129,6,0,0,0.2313,0,20,1.0762,0
CUST-00005,7,0,0.046,3,0.785,0.1866,1.5808,0,2.4479,0.2091,0,0,0.1393,0.0102,0,191,0,0,0.7843,0.3869,0.0129,0.1833,0,0.285,1.0946,0.0956,5,2,2,-0.0736,0,0,1.4992,0
CUST-00005,8,0,0.0439,0,0.1838,0.2452,1.2947,0,1.9519,0.2655,0,1,0.0342,-0.3128,0,61,0,1,0.86,-0.4821,0.1152,0.0665,1,0.2884,0.5175,0.2,16,0,1,-0.2406,0,4,1.2334,0
CUST-00005,9,0,0.0422,3,0.01,0.1405,1.244,0,1.2284,0.3847,0,1,0,-0.0052,0,123,0,3,0.9751,0.31,0.3007,-0.3492,0,0.3835,0.2246,0.1267,-5,0,0,0.2227,0,0,1.4852,0
CUST-00005,10,0,0.0417,4,0.7131,0.2138,1.0079,0,1.9099,0.2525,0,1,0.0921,-0.0724,2,244,0,1,0.8805,0.6754,0.2579,0.1698,0,0.3401,1.3522,-0.0609,-25,2,0,0.2568,0,8,1.7019,0
CUST-00005,11,0,0.0298,1,0.5173,0.1321,1.1068,0,1.4371,0.3444,0.1707,0,0.0934,-0.11,0,196,0,0,0.877,0.0786,0.2984,-0.0395,0,0.3447,0.2696,-0.0025,-13,1,0,-0.0245,0,0,1.184,0
CUST-00006,0,0,0.0672,2,0.2816,0.0894,1.3637,1,2.2287,0.3459,0,1,0.123,0.0443,0,156,0,1,0.7995,-0.838,0.1835,-0.1841,1,0.1195,0.2,0.1102,1,3,0,-0.058,0,6,0.9716,0
CUST-00006,1,0,0.1296,3,0.3677,0,1.0182,1,1.7886,0.336,0,0,0,-0.0043,2,168,0,3,0.8758,-0.0114,0.3545,-0.1896,0,0.4726,1.4956,-0.0619,-7,0,18,0.3778,0,10,0.9866,0
CUST-00006,2,0,0.1958,7,0.3415,0.2012,1.4944,1,1.818,0.2502,0,1,0,0.018,1,139,0,0,1.2189,-0.3207,0.3195,0.1459,1,0.3836,0.7108,0.0766,25,0,0,0.1461,0,0,1.3979,0
CUST-00006,3,0,0.0119,3,0.7614,0.2902,1.3364,0,2.475,0.4439,0,0,0,-0.117,0,159,0,0,0.9103,0.059,0.1185,0.0443,1,0.2898,1.9071,-0.0189,2,1,8,0.3277,0,6,1.1035,0
CUST-00006,4,0,0.1133,0,0.4772,0.1902,1.8036,0,0.5539,0.4048,0,2,0.1062,0.1325,0,220,0,3,1.0069,-0.5365,0.3078,-0.0642,1,0.3664,1.8676,0.0253,18,2,0,0.1054,0,8,1.8472,0
CUST-00006,5,0,-0.0166,0,0.7965,0.1224,1.4999,1,0.2593,0.2187,0,0,0,-0.2401,0,309,0,1,0.8104,0.5488,0.2252,-0.0065,1,0.5635,1.4142,-0.0116,15,0,0,-0.2018,0,0,1.5485,0
CUST-00006,6,0,0.0531,3,0.9091,0.3646,0.7217,0,1.5245,0.2655,3.7451,0,0,0.0346,0,202,0,1,0.8867,-0.591,0,-0.3835,0,0.5463,1.6665,0.028,-7,1,17,0.3841,0,2,1.1646,1
CUST-00006,7,0,-0.06,4,0.8575,0.0917,1.0223,1,0.5457,0.1769,2.8844,2,0.0067,0.0475,0,112,0,1,0.7766,1.6154,0.3253,0.1043,0,0.1876,2.1515,-0.1661,-6,0,4,0.3599,0,0,1.2487,0
CUST-00006,8,0,0.1003,0,0.8587,0.3498,2.0209,0,1.6794,0,3.5901,0,0.0495,0.3359,2,59,0,1,0.8497,-0.4578,0.1565,0.1182,0,0.2442,0.8369,0.0366,-37,2,0,0.1403,0,0,1.1946,0
CUST-00006,9,0,0.162,3,0.6759,0.1027,1.0875,0,2.097,0.4399,2.8603,0,0.0304,0.1067,0,166,0,1,1.037,0.2885,0.1931,0.1255,1,0.3755,2.2584,0.0636,27,0,22,0.0449,0,17,1.2447,0
CUST-00006,10,0,0.1129,1,0.469,0.1933,1.1611,0,0.4456,0.2708,2.5069,1,0.067,-0.0332,0,99,0,3,0.8596,0.2693,0.2579,-0.1164,2,0.2057,1.413,0.0023,21,0,17,-0.2502,0,0,0.9505,0
CUST-00006,11,0,0.0054,0,0.5991,0,1.4696,0,1.2365,0.3777,5.0103,1,0.1247,-0.0055,0,167,0,2,0.9851,-2.153,0.2686,0.1056,1,0.3482,1.8728,0.0066,13,2,0,0.017,0,12,1.0704,0
CUST-00007,0,0,-0.018,2,0.4887,0,1.004,0,1.4922,0.2837,0,0,0.3507,0.0845,0,280,0,0,0.8734,-1.0608,0.1401,-0.1287,0,0.3847,0.8513,0.1286,-6,0,23,0.0463,0,0,1.1588,0
CUST-00007,1,0,0.1388,3,0.3478,0.0811,1.6662,0,3.0271,0.4711,0,0,0,-0.0059,0,216,0,0,0.8316,-0.2156,0.2919,-0.2044,1,0.3034,2.0033,-0.0664,-22,2,0,0.1075,0,0,1.8348,0
CUST-00007,2,0,0.2333,4,0.466,0.4697,1.0818,0,2.3687,0.2924,4.5231,0,0.0018,-0.201,2,131,0,1,0.5026,-0.1243,0.1856,-0.0916,0,0.3861,0.8656,-0.1214,-11,0,0,0.1162,0,4,1.1785,1
CUST-00007,3,0,0.175,1,0.6421,0.2459,0.8785,0,2.1921,0.1841,0,1,0.4002,0.03,1,174,0,1,0.8729,-0.6829,0,-0.1121,1,0.1618,1.163,-0.0538,-5,0,0,0.0941,0,12,1.0686,0
CUST-00007,4,0,-0.1288,4,0.015,0.2844,1.2648,0,1.824,0,0,1,0.2476,-0.2054,0,235,0,1,0.9513,-0.0857,0.2432,0.0141,0,0.5374,1.7389,0.0346,-20,0,0,0.1556,0,16,2.0974,0
CUST-00007,5,0,-0.0256,3,1.1301,0.1853,1.1068,0,2.866,0.3828,0.445,1,0.189,-0.0346,2,123,0,1,0.726,0.4054,0.2503,-0.1364,2,0.3879,1.4361,-0.0122,-10,0,9,-0.2794,0,0,1.4395,0
CUST-00007,6,0,0.19,3,0.6064,0.1234,1.708,0,2.6665,0.322,1.9525,0,0.0161,0.4762,0,170,0,0,0.8626,-0.6867,0,0.0326,0,0.473,1.2604,0.0123,3,1,0,0.1237,1,0,1.2657,0
CUST-00007,7,0,-0.1427,4,1.0556,0.2288,1.4364,0,2.6017,0.1533,0,0,0.0136,0.1512,0,166,0,0,1.0649,0.7422,0.3022,-0.0875,1,0.1275,0.4396,0.1949,-1,0,26,0.1523,0,0,1.3869,0
CUST-00007,8,0,-0.081,0,0.3899,0.2066,1.1735,0,2.2604,0,0,0,0.0304,0.0626,1,227,0,0,0.8785,-1.1243,0.3392,-0.0972,0,0.3802,1.7477,0.1469,22,1,6,0.0909,0,1,1.8303,0
CUST-00007,9,0,-0.0885,3,0.8221,0.3102,1.9007,0,1.9869,0.3049,2.02,0,0.0731,-0.0833,0,253,0,0,0.7785,0.7282,0.1247,-0.0982,1,0.3975,0.6231,-0.129,23,0,0,0.1213,0,0,2.12,0
CUST-00007,10,0,-0.0652,0,0.7644,0.107,1.2163,0,1.9616,0.1253,4.1691,0,0.0547,-0.1384,0,133,0,0,0.7191,0.6033,0.1674,0.1516,1,0.4013,1.3299,-0.0877,18,0,15,0.1218,0,11,1.156,0
CUST-00007,11,0,0.2424,5,0.7786,0.1635,1.6038,0,0.2,0.1911,4.4201,0,0,0.034,0,168,0,0,1.064,0.1278,0.1591,0.2179,0,0.4659,1.2572,0.0373,0,0,14,-0.0574,0,0,1.6134,0
CUST-00008,0,0,0.1863,0,0.8525,0.2729,1.3919,0,0.4304,0.0208,0,1,0.1162,0.05,0,192,0,1,0.9544,0.3389,0.1774,0.0282,0,0.5541,0.8843,0.1574,-11,0,7,0.0093,0,0,1.0012,0
CUST-00008,1,0,0.0581,3,0.569,0.3039,1.3877,0,0.2,0.4501,5.3728,0,0.1074,0.3696,1,301,0,1,1.0471,-1.2969,0.3051,0.2693,0,0.2288,0.8359,-0.0099,19,0,0,-0.1753,0,18,1.462,0
CUST-00008,2,0,0.101,0,0.8796,0.3508,1.4226,0,0.753,0.628,0,0,0,-0.1196,1,137,0,0,0.8088,1.5318,0.2429,-0.1662,1,0.346,1.7126,0.0334,-37,1,0,0.2016,0,6,1.5603,0
CUST-00008,3,0,0.013,2,0.7151,0.2064,1.1596,1,0.2,0.1665,3.3122,0,0.1059,0.303,0,135,0,2,0.7611,-0.1614,0.1855,-0.1633,0,0.4195,0.3126,0.0009,-19,1,6,0.0282,0,6,1.616,0
CUST-00008,4,0,0.1284,4,0.9164,0.1649,1.8766,0,2.6855,0.3145,4.7787,1,0.0181,0.1583,0,179,0,0,1.328,-0.7141,0.2622,0.31,0,0.5058,2.2218,-0.0574,-24,0,23,-0.0102,0,0,1.9261,0
CUST-00008,5,0,0.1694,3,0.4805,0.2523,1.5277,0,2.1333,0.4559,0,1,0.2152,-0.1127,0,142,0,0,0.9755,0.4481,0.2406,0.0597,0,0.1998,1.938,0.0172,-11,0,17,0.2306,0,1,1.3757,0
CUST-00008,6,0,0.0809,3,0.3546,0.2866,1.8025,0,1.3337,0.2631,5.2245,0,0.1113,-0.0805,0,151,0,1,0.7244,-0.1148,0.3173,0.1264,0,0.3923,0.5132,0.1866,-35,0,3,0.1242,0,14,1.3735,0
CUST-00008,7,0,-0.0059,6,0.5468,0.1234,0.8412,0,4.6863,0.3801,0.1389,0,0.1521,-0.2597,1,122,0,1,0.551,-0.5885,0.2288,0.014,0,0.3492,0.7871,-0.1618,15,1,3,0.2911,0,0,1.3033,0
CUST-00008,8,0,0.1635,7,0.9653,0.2668,1.4737,0,0.2,0.0809,2.5217,0,0.1034,-0.0575,0,133,0,1,0.9609,0.1863,0.1416,-0.1025,0,0.1972,0.2324,-0.0578,-16,0,0,-0.2931,0,1,1.3355,0
CUST-00008,9,0,0.0541,1,0.786,0.1698,1.5294,0,3.4439,0.1971,1.3706,0,0,0.2635,0,118,0,0,0.9206,-0.8158,0.2709,0.2873,0,0.3504,0.5385,0.1517,6,0,0,-0.1295,0,4,1.8812,0
CUST-00008,10,0,-0.0913,1,0.6243,0.1531,1.4301,0,1.6256,0.2833,1.0447,0,0.0385,0.1863,0,173,0,0,0.8287,-0.4171,0.1413,-0.1807,0,0.3525,1.5713,-0.0028,-7,1,0,-0.0237,0,13,1.5549,0
CUST-00008,11,0,0.0295,3,0.3341,0.1825,1.301,0,2.7317,0.4807,0,0,0,0.0535,2,90,0,0,0.8967,-0.4493,0.1467,0.0436,0,0.3059,1.1279,-0.0562,2,0,22,-0.129,1,0,1.1533,0
CUST-00009,0,0,0.1489,2,0.7226,0.1125,1.3966,0,1.3021,0.2982,0,0,0.2026,0.2384,0,216,0,0,0.8052,0.7878,0,-0.1479,0,0.3279,1.3398,-0.161,22,1,10,-0.2224,0,20,1.1626,0
CUST-00009,1,0,0.1091,0,0.7605,0.2476,1.21,0,3.4052,0.1984,5.6665,0,0,0.1421,0,301,0,0,0.8455,-0.0327,0.0134,0.1476,0,0.442,1.4707,-0.1636,8,0,0,0.0129,0,1,1.5776,0
CUST-00009,2,0,-0.0202,2,0.6726,0.0674,1.0885,0,2.5663,0.0366,2.8123,0,0.0242,0.1122,1,223,0,0,0.9443,-0.7677,0,0.2624,0,0.283,1.3035,-0.1272,6,0,4,0.0434,0,0,1.2112,0
CUST-00009,3,0,0.0201,0,0.8177,0.2013,1.7035,1,3.2044,0.4796,4.5737,2,0.1232,-0.2235,1,179,0,1,0.5338,0.843,0,-0.0708,0,0.3126,0.8547,-0.0302,11,1,0,-0.1416,0,0,1.0838,0
CUST-00009,4,0,-0.0101,0,0.5149,0.2097,1.706,0,3.1318,0.2726,3.0398,0,0,-0.1193,0,144,0,2,0.943,-0.3648,0.2559,-0.1812,0,0.3053,1.5929,0.072,7,1,1,-0.015,0,0,1.6628,0
CUST-00009,5,0,0.1217,8,0.7474,0.2602,0.7545,0,1.3892,0.2568,4.1537,0,0.1396,0.2727,1,229,0,0,0.8232,-1.1046,0.2971,0.0173,0,0.2518,1.3162,0.1877,41,1,13,0.2231,0,2,1.517,0
CUST-00009,6,0,0.0018,2,0.2863,0.1717,0.7487,1,2.9315,0.2837,3.6078,0,0.2982,-0.0746,0,219,0,0,0.5572,0.1688,0.2103,-0.0393,0,0.4388,1.4428,-0.0637,-50,1,26,0.2857,0,10,1.4298,0
CUST-00009,7,0,0.0522,3,0.8357,0.4036,1.101,1,1.6768,0.209,1.6063,0,0.0482,-0.0829,0,110,0,1,1.0774,0.694,0,-0.3294,0,0.3467,1.9804,-0.1588,-3,3,0,0.068,0,0,1.4356,0
CUST-00009,8,0,-0.1015,7,0.6036,0.0817,1.6099,0,2.2133,0.1619,1.0773,0,0.0494,-0.1059,0,47,0,0,1.0888,-0.0554,0.4829,0.214,0,0.4202,0.6185,-0.0415,5,0,9,-0.1354,0,5,1.3917,0
CUST-00009,9,0,-0.0834,4,0.7098,0.1973,0.8382,0,1.836,0.3593,3.5483,2,0,0.0402,0,251,0,3,0.9264,0.1985,0.0088,0.1626,0,0.3448,1.5545,-0.1164,23,0,9,-0.0008,0,5,1.6855,0
